Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
12/20/2020,02/01/2020,12/19/2020,WA,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,16,18,
12/20/2020,02/01/2020,12/19/2020,WA,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,47,59,
12/20/2020,02/01/2020,12/19/2020,WA,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,33,36,
12/20/2020,02/01/2020,12/19/2020,WA,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,41,50,
12/20/2020,02/01/2020,12/19/2020,WA,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,144,173,
12/20/2020,02/01/2020,12/19/2020,WA,Diabetes,Diabetes,E10-E14,0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Diabetes,Diabetes,E10-E14,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Diabetes,Diabetes,E10-E14,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Diabetes,Diabetes,E10-E14,45-54,28,28,
12/20/2020,02/01/2020,12/19/2020,WA,Diabetes,Diabetes,E10-E14,55-64,78,79,
12/20/2020,02/01/2020,12/19/2020,WA,Diabetes,Diabetes,E10-E14,65-74,113,113,
12/20/2020,02/01/2020,12/19/2020,WA,Diabetes,Diabetes,E10-E14,75-84,135,135,
12/20/2020,02/01/2020,12/19/2020,WA,Diabetes,Diabetes,E10-E14,85+,106,106,
12/20/2020,02/01/2020,12/19/2020,WA,Diabetes,Diabetes,E10-E14,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Diabetes,Diabetes,E10-E14,All Ages,466,467,
12/20/2020,02/01/2020,12/19/2020,WA,Obesity,Obesity,E65-E68,0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Obesity,Obesity,E65-E68,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Obesity,Obesity,E65-E68,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Obesity,Obesity,E65-E68,45-54,25,25,
12/20/2020,02/01/2020,12/19/2020,WA,Obesity,Obesity,E65-E68,55-64,35,35,
12/20/2020,02/01/2020,12/19/2020,WA,Obesity,Obesity,E65-E68,65-74,32,32,
12/20/2020,02/01/2020,12/19/2020,WA,Obesity,Obesity,E65-E68,75-84,17,17,
12/20/2020,02/01/2020,12/19/2020,WA,Obesity,Obesity,E65-E68,85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Obesity,Obesity,E65-E68,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Obesity,Obesity,E65-E68,All Ages,130,130,
12/20/2020,02/01/2020,12/19/2020,WA,Alzheimer disease,Alzheimer disease,G30,0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Alzheimer disease,Alzheimer disease,G30,25-34,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Alzheimer disease,Alzheimer disease,G30,35-44,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Alzheimer disease,Alzheimer disease,G30,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Alzheimer disease,Alzheimer disease,G30,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Alzheimer disease,Alzheimer disease,G30,65-74,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Alzheimer disease,Alzheimer disease,G30,75-84,75,75,
12/20/2020,02/01/2020,12/19/2020,WA,Alzheimer disease,Alzheimer disease,G30,85+,154,154,
12/20/2020,02/01/2020,12/19/2020,WA,Alzheimer disease,Alzheimer disease,G30,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Alzheimer disease,Alzheimer disease,G30,All Ages,240,240,
12/20/2020,02/01/2020,12/19/2020,WA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,31,31,
12/20/2020,02/01/2020,12/19/2020,WA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,107,107,
12/20/2020,02/01/2020,12/19/2020,WA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,176,176,
12/20/2020,02/01/2020,12/19/2020,WA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,315,315,
12/20/2020,02/01/2020,12/19/2020,WA,Renal failure,Renal failure,N17-N19,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Renal failure,Renal failure,N17-N19,25-34,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Renal failure,Renal failure,N17-N19,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Renal failure,Renal failure,N17-N19,45-54,17,17,
12/20/2020,02/01/2020,12/19/2020,WA,Renal failure,Renal failure,N17-N19,55-64,30,30,
12/20/2020,02/01/2020,12/19/2020,WA,Renal failure,Renal failure,N17-N19,65-74,80,84,
12/20/2020,02/01/2020,12/19/2020,WA,Renal failure,Renal failure,N17-N19,75-84,73,80,
12/20/2020,02/01/2020,12/19/2020,WA,Renal failure,Renal failure,N17-N19,85+,69,78,
12/20/2020,02/01/2020,12/19/2020,WA,Renal failure,Renal failure,N17-N19,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Renal failure,Renal failure,N17-N19,All Ages,276,296,
12/20/2020,02/01/2020,12/19/2020,WA,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,17,33,
12/20/2020,02/01/2020,12/19/2020,WA,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,18,37,
12/20/2020,02/01/2020,12/19/2020,WA,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,26,60,
12/20/2020,02/01/2020,12/19/2020,WA,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,74,154,
12/20/2020,02/01/2020,12/19/2020,WA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,18,30,
12/20/2020,02/01/2020,12/19/2020,WA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,66,115,
12/20/2020,02/01/2020,12/19/2020,WA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,136,254,
12/20/2020,02/01/2020,12/19/2020,WA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,299,508,
12/20/2020,02/01/2020,12/19/2020,WA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,380,653,
12/20/2020,02/01/2020,12/19/2020,WA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,464,767,
12/20/2020,02/01/2020,12/19/2020,WA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,1375,2344,
12/20/2020,02/01/2020,12/19/2020,WA,COVID-19,COVID-19,U071,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,COVID-19,COVID-19,U071,25-34,10,10,
12/20/2020,02/01/2020,12/19/2020,WA,COVID-19,COVID-19,U071,35-44,44,44,
12/20/2020,02/01/2020,12/19/2020,WA,COVID-19,COVID-19,U071,45-54,104,104,
12/20/2020,02/01/2020,12/19/2020,WA,COVID-19,COVID-19,U071,55-64,267,267,
12/20/2020,02/01/2020,12/19/2020,WA,COVID-19,COVID-19,U071,65-74,557,557,
12/20/2020,02/01/2020,12/19/2020,WA,COVID-19,COVID-19,U071,75-84,726,726,
12/20/2020,02/01/2020,12/19/2020,WA,COVID-19,COVID-19,U071,85+,980,980,
12/20/2020,02/01/2020,12/19/2020,WA,COVID-19,COVID-19,U071,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,COVID-19,COVID-19,U071,All Ages,2696,2696,
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,0,0,
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,13,13,
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,79,81,
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,90,90,
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,66,68,
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,255,260,
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,0,0,
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,0,0,
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,27,28,
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,28,28,
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,16,16,
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,78,79,
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,0,0,
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,0,0,
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,13,13,
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,27,27,
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,13,13,
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,17,17,
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,74,74,
12/20/2020,02/01/2020,12/19/2020,WV,Respiratory diseases,Respiratory failure,J96,0-24,0,0,
